,0,1,2,3,4,5
294,그랜저 IG,3.0 LPI 모던,17/02식,"224,670km",LPG(일반인 구입),"1,330"
295,그랜저 IG,2.4 익스클루시브 스페셜,19/02식,"82,205km",가솔린,"2,560"
296,그랜저 IG,3.0 익스클루시브 스페셜,17/03식(18년형),"236,174km",가솔린,"1,649"
297,그랜저 TG,Q270 디럭스 기본형,06/04식,"62,496km",가솔린,490
298,그랜저 HG,HG240 모던,14/10식(15년형),"133,931km",가솔린,990
299,그랜저 HG,LPG HG300 장애인용,15/05식,"151,983km",LPG(일반인 구입),"1,120"
300,그랜저 HG,HG240 모던,14/10식(15년형),"133,931km",가솔린,990
301,그랜저 HG,LPG HG300 장애인용,15/05식,"151,983km",LPG(일반인 구입),"1,120"
302,그랜저 HG,HG330 셀러브리티,12/05식,"118,733km",가솔린,"1,000"
303,그랜저 HG,LPG HG300 프라임,12/11식,"105,501km",LPG(일반인 구입),950
304,더 뉴 그랜저 IG,3.3 캘리그래피,20/03식,"33,449km",가솔린,"3,620"
305,더 뉴 그랜저 IG,2.5 익스클루시브,20/03식,"20,515km",가솔린,"3,400"
306,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/05식(19년형),"228,614km",디젤,"1,790"
307,그랜저 IG 하이브리드,익스클루시브 스페셜,18/12식(19년형),"44,144km",가솔린+전기,"2,990"
308,그랜저 IG,2.4 모던,19/01식,"78,684km",가솔린,"2,020"
309,그랜저 HG,HG220 디젤 프리미엄,14/07식(15년형),"137,000km",디젤,"1,130"
310,더 뉴 그랜저 IG,3.3 캘리그래피,20/03식,"40,879km",가솔린,"3,730"
311,더 뉴 그랜저 IG,3.3 캘리그래피,21/02식,"21,061km",가솔린,"3,960"
312,,,,,,
313,더 뉴 그랜저 IG,2.5 캘리그래피,20/04식,"15,889km",가솔린,"3,690"
314,그랜저 HG,HG220 디젤 프리미엄,15/01식,"147,097km",디젤,"1,160"
315,그랜저 HG,LPG HG300 이그제큐티브,11/05식,"151,809km",LPG(일반인 구입),950
316,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/03식,"132,552km",디젤,"1,830"
317,그랜저 IG 하이브리드,프리미엄,18/09식(19년형),"47,931km",가솔린+전기,"2,750"
318,그랜저 HG,HG220 디젤 프리미엄,15/08식(16년형),"68,300km",디젤,"1,670"
319,그랜저 IG 하이브리드,익스클루시브,18/03식,"151,154km",가솔린+전기,"2,150"
320,그랜저 IG,3.0 익스클루시브 스페셜,17/02식,"170,677km",가솔린,"1,930"
321,그랜저 HG,HG220 디젤 프리미엄,14/12식(15년형),"162,772km",디젤,"1,280"
322,그랜저 HG,HG240 모던,13/10식(14년형),"79,086km",가솔린,"1,230"
323,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,08/10식(09년형),"124,703km",가솔린,370
324,더 뉴 그랜저 IG,2.5 익스클루시브,20/01식,"31,260km",가솔린,"3,590"
325,그랜저 HG,HG300 익스클루시브,13/03식,"141,961km",가솔린,"1,090"
326,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 프리미엄,20/10식,"17,586km",LPG(일반인 구입),"3,130"
327,그랜저 HG,HG300 프리미엄,16/05식,"125,787km",가솔린,"1,380"
328,그랜저 IG,3.0 익스클루시브,18/05식,"61,895km",가솔린,"2,300"
329,그랜저 IG,3.0 프리미엄,19/03식,"57,564km",가솔린,"2,450"
330,그랜저 IG,3.0 익스클루시브 스페셜,17/08식(18년형),"58,466km",가솔린,"2,430"
331,그랜저 IG,3.0 LPi 모던 (렌터카),18/01식,"120,592km",LPG(일반인 구입),"1,660"
332,그랜저 IG 하이브리드,프리미엄,17/10식(18년형),"79,761km",가솔린+전기,"2,550"
333,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/02식,"58,443km",디젤,"2,599"
334,그랜저 IG,2.2 디젤 프리미엄,18/04식,"113,045km",디젤,"1,890"
335,그랜저 IG,3.0 익스클루시브,17/07식(18년형),"42,720km",가솔린,"2,360"
336,그랜저 HG,HG300 익스클루시브,13/05식(14년형),"52,923km",가솔린,"1,499"
337,그랜저 IG,3.0 LPi 모던 (렌터카),17/03식,"201,595km",LPG(일반인 구입),"1,180"
338,그랜저 HG,LPG HG300 이그제큐티브,11/12식(12년형),"120,000km",LPG(일반인 구입),790
339,그랜저 IG,2.4 모던,18/03식,"71,430km",가솔린,"1,920"
340,그랜저 IG 하이브리드,익스클루시브 스페셜,17/11식(18년형),"60,143km",가솔린+전기,"2,899"
341,그랜저 IG,2.4 프리미엄,19/04식,"64,000km",가솔린,"2,390"
342,그랜저 IG 하이브리드,익스클루시브,17/08식(18년형),"73,698km",가솔린+전기,"2,680"
343,그랜저 IG,2.4 모던,18/04식,"70,576km",가솔린,"1,940"
344,그랜저 IG,2.4 프리미엄,18/12식(19년형),"62,618km",가솔린,"1,940"
345,그랜저 IG,2.4 프리미엄,19/03식,"108,267km",가솔린,"1,759"
346,그랜저 IG,2.4 프리미엄,18/03식,"40,847km",가솔린,"2,590"
347,그랜저 HG,LPG HG300 모던,16/07식(17년형),"171,545km",LPG(일반인 구입),"1,150"
348,그랜저 IG,2.4 익스클루시브 스페셜,19/03식,"141,515km",가솔린,"1,880"
349,그랜저 IG,3.0 프리미엄,19/01식,"57,769km",가솔린,"2,460"
350,그랜저 IG 하이브리드,익스클루시브,17/08식(18년형),"73,698km",가솔린+전기,"2,680"
351,그랜저 IG,2.4 모던,18/04식,"70,576km",가솔린,"1,940"
352,그랜저 IG,2.4 프리미엄,18/12식(19년형),"62,618km",가솔린,"1,940"
353,그랜저 IG,2.4 프리미엄,19/03식,"108,267km",가솔린,"1,759"
354,그랜저 IG,2.4 프리미엄,18/03식,"40,847km",가솔린,"2,590"
355,그랜저 HG,LPG HG300 모던,16/07식(17년형),"171,545km",LPG(일반인 구입),"1,150"
356,그랜저 IG,2.4 익스클루시브 스페셜,19/03식,"141,515km",가솔린,"1,880"
357,그랜저 IG,3.0 프리미엄,19/01식,"57,769km",가솔린,"2,460"
358,그랜저 IG,3.0 LPi 모던 (렌터카),18/11식(19년형),"121,839km",LPG(일반인 구입),"1,720"
359,그랜저 IG,2.4 프리미엄,19/08식,"27,955km",가솔린,"2,490"
360,더 뉴 그랜저 IG 하이브리드,캘리그래피,19/12식(20년형),"48,818km",가솔린+전기,"3,830"
361,그랜저 IG,3.0 익스클루시브 스페셜,19/05식,"127,312km",가솔린,"2,130"
362,더 뉴 그랜저 IG,2.5 프리미엄,20/03식,"42,981km",가솔린,"3,000"
363,그랜저 IG,3.0 프리미엄,19/03식,"100,735km",가솔린,"1,830"
364,그랜저 HG,HG300 익스클루시브,13/04식(14년형),"181,261km",가솔린,870
365,그랜저 IG,2.4 스페셜,17/11식(18년형),"101,169km",가솔린,"2,080"
366,그랜저 IG,3.0 익스클루시브,17/03식(18년형),"31,431km",가솔린,"2,599"
367,그랜저 IG,3.0 익스클루시브 스페셜,16/11식(17년형),"55,008km",가솔린,"2,010"
368,그랜저 TG,Q270 럭셔리 스마트팩,08/01식,"150,188km",가솔린,280
369,더 뉴 그랜저 IG 하이브리드,캘리그래피,19/11식(20년형),"43,595km",가솔린+전기,"3,990"
370,그랜저 HG 하이브리드,프리미엄,14/03식(15년형),"127,936km",가솔린+전기,"1,500"
371,그랜저 HG,HG300 익스클루시브,15/01식,"235,284km",가솔린,749
372,그랜저 HG,LPG HG300 익스클루시브,15/02식,"191,193km",LPG(일반인 구입),"1,290"
373,더 뉴 그랜저 IG,2.5 캘리그래피,20/03식,"16,085km",가솔린,"3,650"
374,더 뉴 그랜저 IG,3.3 캘리그래피,20/03식,"30,015km",가솔린,"3,890"
375,그랜저 IG,2.4 익스클루시브 스페셜,19/01식,"86,825km",가솔린,"2,480"
376,더 뉴 그랜저 IG,3.0 LPi (택시형) 고급형 VIP 패키지,20/07식,"100,000km",LPG(일반인 구입),"2,630"
377,그랜저 HG,HG300 프리미엄,13/11식(14년형),"70,566km",가솔린,"1,210"
378,그랜저 HG,HG220 디젤 프리미엄,14/11식(15년형),"113,988km",디젤,"1,299"
379,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),18/03식,"29,385km",LPG(일반인 구입),"2,180"
380,그랜저 IG,2.4 프리미엄,18/08식(19년형),"42,236km",가솔린,"2,140"
381,그랜저 IG,2.4 프리미엄,18/03식,"99,500km",가솔린,"2,080"
382,그랜저 IG,2.4 프리미엄,18/05식,"81,685km",가솔린,"2,250"
383,더 뉴 그랜저 IG,2.5 익스클루시브,20/01식,"28,377km",가솔린,"3,270"
384,그랜저 IG,2.2 디젤 프리미엄,17/05식(18년형),"64,102km",디젤,홈서비스 계약중
385,그랜저 HG,HG240 모던,14/06식,"132,296km",가솔린,"1,150"
386,,,,,,
387,그랜저 HG,HG240 럭셔리,11/06식,"87,813km",가솔린,950
388,그랜저 IG,2.4 프리미엄,17/02식,"142,811km",가솔린,"1,570"
389,그랜저 HG,LPG HG300 모던,13/04식(14년형),"110,240km",LPG(일반인 구입),"1,230"
390,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,09/01식,"116,389km",가솔린,430
391,더 뉴 그랜저 IG,3.3 캘리그래피,20/05식,"8,154km",가솔린,"3,950"
392,그랜저 IG,3.0 LPi 모던 (렌터카),18/10식(19년형),"116,380km",LPG(일반인 구입),"1,899"
393,그랜저 IG,3.0 익스클루시브 스페셜,19/02식,"50,358km",가솔린,"2,999"
394,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 프리미엄,19/12식(20년형),"64,036km",LPG(일반인 구입),"2,730"
395,그랜저 IG,2.4 프리미엄 스페셜,17/01식,"41,288km",가솔린,"1,890"
396,그랜저 IG 하이브리드,익스클루시브 스페셜,19/01식,"18,425km",가솔린+전기,"3,770"
397,더 뉴 그랜저 IG,2.5 캘리그래피,20/03식,"29,100km",가솔린,"3,700"
398,더 뉴 그랜저 IG 하이브리드,프리미엄,20/01식,"31,343km",가솔린+전기,"3,580"
399,그랜저 HG 하이브리드,프리미엄,14/11식(15년형),"86,882km",가솔린+전기,"1,290"
400,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 프리미엄,19/12식(20년형),"64,036km",LPG(일반인 구입),"2,730"
401,그랜저 IG,2.4 프리미엄 스페셜,17/01식,"41,288km",가솔린,"1,890"
402,그랜저 IG 하이브리드,익스클루시브 스페셜,19/01식,"18,425km",가솔린+전기,"3,770"
403,더 뉴 그랜저 IG,2.5 캘리그래피,20/03식,"29,100km",가솔린,"3,700"
404,더 뉴 그랜저 IG 하이브리드,프리미엄,20/01식,"31,343km",가솔린+전기,"3,580"
405,그랜저 HG 하이브리드,프리미엄,14/11식(15년형),"86,882km",가솔린+전기,"1,290"
406,그랜저 HG 하이브리드,프리미엄,14/08식(15년형),"56,600km",가솔린+전기,"1,580"
407,그랜저 HG,HG220 디젤 모던,15/01식,"189,995km",디젤,800
408,그랜저 IG,2.4 프리미엄,19/11식,"32,970km",가솔린,"2,519"
409,그랜저 HG,HG220 디젤 프리미엄,15/02식,"233,056km",디젤,849
410,그랜저 IG,3.0 LPi 익스클루시브 (렌터카),17/07식(18년형),"144,166km",LPG(일반인 구입),"1,599"
411,그랜저 HG,HG240 럭셔리,11/07식,"88,713km",가솔린,"1,050"
412,더 뉴 그랜저 IG,2.5 프리미엄 초이스,20/02식,"28,514km",가솔린,"3,030"
413,더 뉴 그랜저 IG,2.5 캘리그래피,20/05식,"18,865km",가솔린,"3,655"
414,그랜저 HG,LPG HG300 모던,13/06식(14년형),"105,800km",LPG(일반인 구입),990
415,그랜저 HG,HG300 프리미엄,14/06식(15년형),"180,500km",가솔린,920
416,그랜저 IG,3.3 셀러브리티,17/10식(18년형),"89,964km",가솔린,"2,429"
417,더 뉴 그랜저 IG,2.5 익스클루시브,20/07식,"18,905km",가솔린,"3,380"
418,그랜저 IG 하이브리드,프리미엄,18/09식(19년형),"47,931km",가솔린+전기,"2,750"
419,그랜저 HG,HG220 디젤 프리미엄,15/08식(16년형),"68,300km",디젤,"1,670"
420,더 뉴 그랜저 IG,2.5 익스클루시브,20/02식,"26,312km",가솔린,"3,399"
421,그랜저 IG 하이브리드,익스클루시브 스페셜,19/02식,"84,203km",가솔린+전기,"2,920"
422,그랜저 IG,2.2 디젤 프리미엄,17/01식,"58,702km",디젤,"2,290"
423,그랜저 HG,HG240 럭셔리,12/10식,"145,587km",가솔린,750
424,더 뉴 그랜저 IG 하이브리드,캘리그래피,21/03식,"38,000km",가솔린+전기,"4,230"
425,그랜저 뉴 럭셔리,Q270 럭셔리 기본형,09/07식(10년형),"64,257km",가솔린,420
426,그랜저 IG,3.0 익스클루시브,18/07식(19년형),"87,463km",가솔린,"2,599"
427,그랜저 IG,2.4 모던,18/01식,"36,524km",가솔린,"2,170"
428,그랜저,3.0 V6,91/10식,"123,660km",가솔린,"1,550"
429,그랜저 TG,Q270 럭셔리 기본형,08/08식(09년형),"90,967km",가솔린,180
430,그랜저 HG,HG300 로얄,11/06식,"119,088km",가솔린,849
431,더 럭셔리 그랜저,Q270 24주년 스페셜 에디션 럭셔리 I,10/07식(11년형),"102,110km",가솔린,590
432,그랜저 IG,2.4 프리미엄,19/03식,"15,203km",가솔린,"2,790"
433,그랜저 IG,3.0 익스클루시브,17/03식(18년형),"31,431km",가솔린,"2,599"
434,그랜저 HG,HG240 럭셔리,11/05식,"205,742km",가솔린,610
435,그랜저 HG,HG240 모던,14/07식,"85,939km",가솔린,"1,530"
436,그랜저 IG,2.4 프리미엄 스페셜,17/01식,"56,823km",가솔린,"2,399"
437,그랜저 IG 하이브리드,프리미엄,17/11식(18년형),"145,269km",가솔린+전기,"1,940"
438,그랜저 HG,HG220 디젤 프리미엄,16/01식,"200,416km",디젤,950
439,그랜저 IG,2.4 프리미엄,18/03식,"99,500km",가솔린,"2,080"
440,그랜저 IG,2.4 익스클루시브 스페셜,19/01식,"86,825km",가솔린,"2,480"
441,그랜저 HG,HG300 노블,12/04식,"127,016km",가솔린,870
442,그랜저 IG,2.2 디젤 프리미엄,17/03식(18년형),"118,388km",디젤,"2,050"
443,더 뉴 그랜저 IG 하이브리드,캘리그래피,19/11식(20년형),"43,595km",가솔린+전기,"3,990"
444,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/04식,"14,182km",가솔린+전기,"3,950"
445,그랜저 IG,2.4 스페셜,17/11식(18년형),"101,169km",가솔린,"2,080"
446,그랜저 HG,LPG HG300 프리미엄,14/04식,"150,163km",LPG(일반인 구입),"1,280"
447,,,,,,
448,더 뉴 그랜저 IG,2.5 프리미엄 초이스,19/12식(20년형),"15,394km",가솔린,"3,180"
449,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/01식,"102,148km",디젤,"2,050"
450,그랜저 IG,2.2 디젤 프리미엄,17/03식(18년형),"118,388km",디젤,"2,050"
451,더 뉴 그랜저 IG 하이브리드,캘리그래피,19/11식(20년형),"43,595km",가솔린+전기,"3,990"
452,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/04식,"14,182km",가솔린+전기,"3,950"
453,그랜저 IG,2.4 스페셜,17/11식(18년형),"101,169km",가솔린,"2,080"
454,그랜저 HG,LPG HG300 프리미엄,14/04식,"150,163km",LPG(일반인 구입),"1,280"
455,더 뉴 그랜저 IG,2.5 프리미엄 초이스,19/12식(20년형),"15,394km",가솔린,"3,180"
456,그랜저 IG,2.2 디젤 프리미엄 스페셜,17/01식,"102,148km",디젤,"2,050"
457,,,,,,
458,그랜저 IG,2.2 디젤 프리미엄 스페셜,18/01식,"75,237km",디젤,"2,330"
459,그랜저 HG,HG240 럭셔리,12/05식,"112,569km",가솔린,950
460,그랜저 HG,HG300 프리미엄,13/11식(14년형),"70,566km",가솔린,"1,210"
461,그랜저 TG,Q270 럭셔리 기본형,07/06식,"147,255km",가솔린,299
462,그랜저 IG,2.4 프리미엄,18/02식,"92,220km",가솔린,"1,870"
463,더 뉴 그랜저 IG,2.5 익스클루시브,20/01식,"21,352km",가솔린,"3,470"
464,그랜저 IG,2.4 모던,17/11식(18년형),"46,528km",가솔린,"2,229"
465,더 뉴 그랜저 IG,2.5 익스클루시브,20/01식,"28,377km",가솔린,"3,270"
466,그랜저 IG,3.0 익스클루시브 스페셜,17/09식(18년형),"71,671km",가솔린,"2,550"
467,그랜저 IG,2.2 디젤 프리미엄,17/05식(18년형),"64,102km",디젤,홈서비스 계약중
468,그랜저 IG,3.0 LPi 모던 (렌터카),17/04식(18년형),"191,368km",LPG(일반인 구입),"1,330"
469,그랜저 IG,3.0 LPi 모던 (렌터카),17/09식(18년형),"174,969km",LPG(일반인 구입),"1,430"
470,더 뉴 그랜저 IG,2.5 익스클루시브,20/04식,"15,323km",가솔린,"3,450"
471,더 뉴 그랜저 IG,3.3 캘리그래피,20/05식,"8,154km",가솔린,"3,950"
472,그랜저 HG,LPG HG300 모던,15/02식,"138,692km",LPG(일반인 구입),"1,130"
473,그랜저 뉴 럭셔리,LPI Q270 모범형,08/08식(09년형),"220,091km",LPG(일반인 구입),260
474,그랜저 IG,3.0 익스클루시브,18/03식,"15,368km",가솔린,"2,620"
475,그랜저 IG,2.4 모던,17/09식(18년형),"47,424km",가솔린,"2,050"
476,그랜저 HG,HG240 모던,14/06식,"132,296km",가솔린,"1,150"
477,그랜저 HG,HG240 모던,13/12식(14년형),"49,504km",가솔린,"1,280"
478,더 뉴 그랜저 IG,3.0 LPi (렌터카용) 프리미엄,19/12식(20년형),"64,036km",LPG(일반인 구입),"2,730"
479,그랜저 HG,HG300 노블,12/04식,"127,016km",가솔린,870
480,더 뉴 그랜저 IG,3.3 캘리그래피,20/01식,"30,891km",가솔린,"3,690"
481,그랜저 IG 하이브리드,익스클루시브 스페셜,19/01식,"18,425km",가솔린+전기,"3,770"
482,그랜저 HG,LPG HG300 모던,16/10식(17년형),"145,439km",LPG(일반인 구입),"1,299"
483,그랜저 HG,HG300 익스클루시브,13/11식(14년형),"116,683km",가솔린,"1,275"
484,그랜저 IG,2.4 모던,19/01식,"54,993km",가솔린,"2,465"
485,그랜저 IG,2.4 프리미엄,18/01식,"84,923km",가솔린,"2,170"
486,그랜저 IG,2.4 프리미엄,18/02식,"48,400km",가솔린,"2,595"
487,그랜저 IG,3.0 익스클루시브 스페셜,18/11식(19년형),"79,185km",가솔린,"2,599"
488,그랜저 IG,3.0 익스클루시브 스페셜,19/02식,"49,479km",가솔린,"2,885"
489,그랜저 IG,2.4 프리미엄,17/04식(18년형),"80,043km",가솔린,"2,219"
490,그랜저 HG 하이브리드,프리미엄,16/02식,"135,265km",가솔린+전기,"1,590"
491,그랜저 IG,2.4 프리미엄 스페셜,18/01식,"65,581km",가솔린,"2,890"
492,더 뉴 그랜저 IG,2.5 캘리그래피,20/01식,"33,768km",가솔린,"3,770"
493,그랜저 HG,HG240 모던,13/10식(14년형),"137,993km",가솔린,990
494,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/02식,"25,326km",가솔린+전기,"3,800"
495,그랜저 HG,HG240 모던 컬렉션,16/06식(17년형),"149,154km",가솔린,"1,190"
496,그랜저 IG,2.4 스페셜,18/01식,"87,991km",가솔린,"2,300"
497,그랜저 IG 하이브리드,익스클루시브 스페셜,19/02식,"84,203km",가솔린+전기,"2,920"
498,그랜저 HG,HG240 모던,13/05식(14년형),"183,514km",가솔린,650
499,그랜저 HG,HG300 익스클루시브,14/12식(15년형),"121,878km",가솔린,"1,240"
500,그랜저 IG,2.4 모던,19/01식,"54,993km",가솔린,"2,465"
501,그랜저 IG,2.4 프리미엄,18/01식,"84,923km",가솔린,"2,170"
502,그랜저 IG,2.4 프리미엄,18/02식,"48,400km",가솔린,"2,595"
503,그랜저 IG,3.0 익스클루시브 스페셜,18/11식(19년형),"79,185km",가솔린,"2,599"
504,그랜저 IG,3.0 익스클루시브 스페셜,19/02식,"49,479km",가솔린,"2,885"
505,그랜저 IG,2.4 프리미엄,17/04식(18년형),"80,043km",가솔린,"2,219"
506,그랜저 HG 하이브리드,프리미엄,16/02식,"135,265km",가솔린+전기,"1,590"
507,그랜저 IG,2.4 프리미엄 스페셜,18/01식,"65,581km",가솔린,"2,890"
508,,,,,,
509,더 뉴 그랜저 IG,2.5 캘리그래피,20/01식,"33,768km",가솔린,"3,770"
510,그랜저 HG,HG240 모던,13/10식(14년형),"137,993km",가솔린,990
511,더 뉴 그랜저 IG 하이브리드,익스클루시브,20/02식,"25,326km",가솔린+전기,"3,800"
512,그랜저 HG,HG240 모던 컬렉션,16/06식(17년형),"149,154km",가솔린,"1,190"
513,그랜저 IG,2.4 스페셜,18/01식,"87,991km",가솔린,"2,300"
514,그랜저 IG 하이브리드,익스클루시브 스페셜,19/02식,"84,203km",가솔린+전기,"2,920"
515,그랜저 HG,HG240 모던,13/05식(14년형),"183,514km",가솔린,650
516,그랜저 HG,HG300 익스클루시브,14/12식(15년형),"121,878km",가솔린,"1,240"
517,그랜저 IG,2.4 프리미엄 스페셜,17/09식(18년형),"73,039km",가솔린,"2,250"
518,그랜저 HG,HG240 모던,14/07식(15년형),"134,376km",가솔린,"1,220"
519,그랜저 IG,3.0 LPi 모던 (렌터카),17/05식(18년형),"78,430km",LPG(일반인 구입),"1,849"
520,그랜저 IG,2.4 프리미엄 스페셜,17/04식(18년형),"74,337km",가솔린,"2,399"
521,그랜저 IG,2.4 프리미엄,18/02식,"102,602km",가솔린,"2,170"
522,그랜저 IG,3.0 LPI 모던,17/04식(18년형),"44,635km",LPG(일반인 구입),"2,349"
523,그랜저 HG,LPG HG300 모던,13/04식(14년형),"205,238km",LPG(일반인 구입),770
524,그랜저 IG,3.0 프리미엄,19/04식,"119,727km",가솔린,"1,850"
